GO-term	Name	Category	NumberOfProteinsInNetwork	TPD	P-value	FDR	ProteinAccessions	ProteinNames
GO:0002700	regulation of production of molecular mediator of immune response	biological_process	3	44	0.946739445	1	P55085|P09601|Q9NQT5|	F2RL1|HMOX1|EXOSC3|
GO:0002702	positive regulation of production of molecular mediator of immune response	biological_process	2	22	0.902713763	1	P55085|Q9NQT5|	F2RL1|EXOSC3|
GO:0002703	regulation of leukocyte mediated immunity	biological_process	3	44	0.946739445	1	P55085|P09601|Q9NQT5|	F2RL1|HMOX1|EXOSC3|
GO:0002705	positive regulation of leukocyte mediated immunity	biological_process	2	22	0.902713763	1	P55085|Q9NQT5|	F2RL1|EXOSC3|
GO:0002757	immune response-activating signal transduction	biological_process	4	40	0.862169674	1	P17612|Q13546|Q9UHD2|Q9UJZ1|	PRKACA|RIPK1|TBK1|STOML2|
GO:0002758	innate immune response-activating signal transduction	biological_process	3	11	0.149967436	0.364963504	P17612|Q13546|Q9UHD2|	PRKACA|RIPK1|TBK1|
GO:0002761	regulation of myeloid leukocyte differentiation	biological_process	3	16	0.510033482	0.754975978	Q15904|P35555|Q13546|	ATP6AP1|FBN1|RIPK1|
GO:0002764	immune response-regulating signaling pathway	biological_process	4	40	0.862169674	1	P17612|Q13546|Q9UHD2|Q9UJZ1|	PRKACA|RIPK1|TBK1|STOML2|
GO:0002790	peptide secretion	biological_process	4	14	0.010269959	0.109433962	P55085|P61006|P62820|P61026|	F2RL1|RAB8A|RAB1A|RAB10|
GO:0003006	developmental process involved in reproduction	biological_process	4	34	0.619500524	0.842174198	P17612|O75534|O76061|Q96DA6|	PRKACA|CSDE1|STC2|DNAJC19|
GO:0003007	heart morphogenesis	biological_process	2	11	0.149967436	0.364963504	Q9NQC3|Q86YT6|	RTN4|MIB1|
GO:0003008	system process	biological_process	22	1077	0.066927552	0.26221336	P61586|P05026|P00387|P55085|P62873|Q92769|P09601|P05556|Q9Y6M9|P50897|P17612|P13861|P31323|P52306|O76024|O14745|O75592|P62072|Q9Y5J7|Q9Y5J9|Q96HR9|Q96DA6|	RHOA|ATP1B1|CYB5R3|F2RL1|GNB1|HDAC2|HMOX1|ITGB1|NDUFB9|PPT1|PRKACA|PRKAR2A|PRKAR2B|RAP1GDS1|WFS1|SLC9A3R1|MYCBP2|TIMM10|TIMM9|TIMM8B|REEP6|DNAJC19|
GO:0003012	muscle system process	biological_process	4	32	0.5168213	0.764344262	P05026|Q92769|P09601|P52306|	ATP1B1|HDAC2|HMOX1|RAP1GDS1|
GO:0003013	circulatory system process	biological_process	6	69	0.241470166	0.463235294	P61586|P05026|P00387|P55085|P09601|P52306|	RHOA|ATP1B1|CYB5R3|F2RL1|HMOX1|RAP1GDS1|
GO:0003014	renal system process	biological_process	7	43	1.16E-04	0.009118541	P61586|P55085|P17612|P13861|P31323|O76024|O14745|	RHOA|F2RL1|PRKACA|PRKAR2A|PRKAR2B|WFS1|SLC9A3R1|
GO:0003018	vascular process in circulatory system	biological_process	4	20	0.063023331	0.26221336	P61586|P55085|P09601|P52306|	RHOA|F2RL1|HMOX1|RAP1GDS1|
GO:0003091	renal water homeostasis	biological_process	4	12	0.004956076	0.034602076	P17612|P13861|P31323|O76024|	PRKACA|PRKAR2A|PRKAR2B|WFS1|
GO:0003158	endothelium development	biological_process	4	19	0.048366032	0.26221336	P61586|P67870|P55085|P35241|	RHOA|CSNK2B|F2RL1|RDX|
GO:0003674	molecular_function	molecular_function	184	102181	0.677563207	0.885403329	P11310|O94973|Q08117|P62330|P61586|P05026|P38606|Q15904|Q9Y276|P49454|Q96CW1|P12109|P19784|P67870|P00387|P26358|Q7KZI7|P27105|P13804|P55085|O95573|P35555|P35556|P55789|P06280|P62873|P63218|Q08379|Q14789|P13984|Q92769|P09601|P14735|P05556|Q9P0L2|P27448|P61006|Q08431|Q9HCE1|Q9Y6M9|Q99519|Q99567|P52948|O95613|O00469|P09884|P16435|P50897|P49642|P49643|P17612|P13861|P31323|P62820|P61019|P51148|P11233|P52306|P35241|Q92900|P25440|P09132|P61011|O76094|Q04724|Q04726|Q15056|O76024|O75534|Q13724|P51149|Q00765|P35658|Q13617|P78406|O00116|O00203|O76061|Q13546|Q13310|Q92820|O43818|O14745|O75439|Q5VU43|Q66GS9|A7MCY6|Q5VT06|Q14157|Q9UN86|P62877|Q99996|Q13283|Q9UDR5|Q9H4P4|O00566|P61970|P61962|O43823|Q6UX04|Q96CW5|Q9Y4L1|O95391|P61916|Q9BSJ2|P61026|Q13438|Q12907|O14975|Q7Z7A1|O14578|O95684|Q9BV73|Q96B26|Q9NP72|Q9Y2I6|Q9BS26|O75592|Q92552|Q96S66|Q76N32|Q92615|Q9NU22|Q10713|Q8TEM1|Q13868|O60885|P37198|Q14181|Q9UH99|Q9ULT8|Q9Y3U8|Q8NEJ9|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q9NY61|P11940|Q96DZ1|Q9NZL9|Q9H845|Q9UHD2|Q9UJZ1|Q9NQT5|Q9Y375|Q9Y399|Q7Z5G4|Q8N4C6|Q9BQ95|P61106|Q7Z3B4|Q9H2H8|Q9NXK8|Q9NW13|Q96SN8|Q9H270|Q9NQT4|Q9NQC3|Q8IWA5|Q86YT6|Q9H173|P82663|Q9BQQ3|Q5VT66|P82675|Q9H773|Q9C0D3|Q8NBJ5|Q8TAD8|Q9BSC4|Q8IWF2|Q9H7Z7|Q9BZQ6|Q9HAV7|O43169|Q8TD19|Q8N183|Q96HW7|Q96HR9|Q86VM9|Q96DA6|Q4KMQ2|Q2T9J0|	ACADM|AP2A2|AES|ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|BCS1L|CENPF|AP2M1|COL6A1|CSNK2A2|CSNK2B|CYB5R3|DNMT1|MARK2|STOM|ETFA|F2RL1|ACSL3|FBN1|FBN2|GFER|GLA|GNB1|GNG5|GOLGA2|GOLGB1|GTF2F2|HDAC2|HMOX1|IDE|ITGB1|MARK1|MARK3|RAB8A|MFGE8|MOV10|NDUFB9|NEU1|NUP88|NUP98|PCNT|PLOD2|POLA1|POR|PPT1|PRIM1|PRIM2|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|RAP1GDS1|RDX|UPF1|BRD2|SRP19|SRP54|SRP72|TLE1|TLE3|EIF4H|WFS1|CSDE1|MOGS|RAB7A|REEP5|NUP214|CUL2|RAE1|AGPS|AP3B1|STC2|RIPK1|PABPC4|GGH|RRP9|SLC9A3R1|PMPCB|PDE4DIP|CEP135|TBKBP1|CEP350|UBAP2L|G3BP2|RBX1|AKAP9|G3BP1|AASS|RNF41|MPHOSPH10|NUTF2|DCAF7|AKAP8|CWC27|TUBGCP3|HYOU1|SLU7|NPC2|TUBGCP2|RAB10|OS9|LMAN2|SLC27A2|CNTRL|CIT|FGFR1OP|CEP250|EXOSC8|RAB18|NINL|ERP44|MYCBP2|MRPS27|CLCC1|CEP68|LARP4B|MDN1|PMPCA|NUP210|EXOSC2|BRD4|NUP62|POLA2|SUN2|HECTD1|RPL36|NGDN|TIMM10B|TIMM10|TIMM9|TIMM8B|AATF|PABPC1|ERLEC1|MAT2B|ACAD9|TBK1|STOML2|EXOSC3|NDUFAF1|MRPS2|GOLGA7|NIN|ECSIT|RAB14|NUP54|PPIL3|FBXL12|RBM28|CDK5RAP2|VPS11|EXOSC5|RTN4|SLC44A2|MIB1|SIL1|MRPS25|GORASP1|MARC1|MRPS5|DCTPP1|ZYG11B|COLGALT1|SNIP1|NOL10|FOXRED2|PTGES2|EDEM3|GRPEL1|CYB5B|NEK9|NDUFAF2|INTS4|REEP6|ZC3H18|DNAJC19|ANO6|TYSND1|
GO:0003676	nucleic acid binding	molecular_function	47	5712	0.123186157	0.324065197	P26358|Q7KZI7|Q14789|P13984|Q92769|Q9HCE1|P52948|P09884|P49642|P49643|P35241|Q92900|P09132|P61011|O76094|Q15056|O75534|P78406|Q13310|O43818|Q14157|Q9UN86|Q99996|Q13283|O00566|O43823|O95391|Q96B26|Q92552|Q92615|Q13868|Q14181|Q9Y3U8|Q8NEJ9|Q9NY61|P11940|Q9UHD2|Q9NQT5|Q9NW13|Q96SN8|Q9NQT4|Q9NQC3|P82675|Q8TAD8|Q9BSC4|Q9H7Z7|Q86VM9|	DNMT1|MARK2|GOLGB1|GTF2F2|HDAC2|MOV10|NUP98|POLA1|PRIM1|PRIM2|RDX|UPF1|SRP19|SRP54|SRP72|EIF4H|CSDE1|RAE1|PABPC4|RRP9|UBAP2L|G3BP2|AKAP9|G3BP1|MPHOSPH10|AKAP8|SLU7|EXOSC8|MRPS27|LARP4B|EXOSC2|POLA2|RPL36|NGDN|AATF|PABPC1|TBK1|EXOSC3|RBM28|CDK5RAP2|EXOSC5|RTN4|MRPS5|SNIP1|NOL10|PTGES2|ZC3H18|
GO:0003677	DNA binding	molecular_function	15	634	0.485454873	0.725366876	P26358|Q14789|P13984|Q92769|P09884|P49642|P49643|Q92900|O75534|Q99996|Q13283|O43823|Q14181|Q96SN8|Q9H7Z7|	DNMT1|GOLGB1|GTF2F2|HDAC2|POLA1|PRIM1|PRIM2|UPF1|CSDE1|AKAP9|G3BP1|AKAP8|POLA2|CDK5RAP2|PTGES2|
GO:0003682	chromatin binding	molecular_function	10	272	0.29985035	0.525490196	P49454|P67870|P26358|Q92769|P52948|P09884|Q92900|P25440|O60885|P37198|	CENPF|CSNK2B|DNMT1|HDAC2|NUP98|POLA1|UPF1|BRD2|BRD4|NUP62|
GO:0003690	double-stranded DNA binding	molecular_function	3	20	0.808820532	0.978115502	Q92769|P09884|O43823|	HDAC2|POLA1|AKAP8|
GO:0003700	DNA-binding transcription factor activity	molecular_function	2	12	0.204949155	0.432523051	P26358|Q14789|	DNMT1|GOLGB1|
GO:0003712	transcription coregulator activity	molecular_function	4	28	0.314968429	0.547081712	Q08117|P52948|Q04724|Q04726|	AES|NUP98|TLE1|TLE3|
GO:0003714	transcription corepressor activity	molecular_function	3	3	0.002764556	0.034602076	Q08117|Q04724|Q04726|	AES|TLE1|TLE3|
GO:0003723	RNA binding	molecular_function	38	3323	0.021332375	0.109433962	P26358|Q7KZI7|Q14789|Q92769|Q9HCE1|P52948|P35241|Q92900|P09132|P61011|O76094|Q15056|O75534|P78406|Q13310|O43818|Q14157|Q9UN86|Q13283|O00566|O43823|O95391|Q96B26|Q92552|Q92615|Q13868|Q9Y3U8|Q8NEJ9|Q9NY61|P11940|Q9NQT5|Q9NW13|Q9NQT4|Q9NQC3|P82675|Q8TAD8|Q9BSC4|Q86VM9|	DNMT1|MARK2|GOLGB1|HDAC2|MOV10|NUP98|RDX|UPF1|SRP19|SRP54|SRP72|EIF4H|CSDE1|RAE1|PABPC4|RRP9|UBAP2L|G3BP2|G3BP1|MPHOSPH10|AKAP8|SLU7|EXOSC8|MRPS27|LARP4B|EXOSC2|RPL36|NGDN|AATF|PABPC1|EXOSC3|RBM28|EXOSC5|RTN4|MRPS5|SNIP1|NOL10|ZC3H18|
GO:0003724	RNA helicase activity	molecular_function	3	6	0.017663662	0.109433962	Q9HCE1|Q92900|Q13283|	MOV10|UPF1|G3BP1|
GO:0003727	single-stranded RNA binding	molecular_function	3	6	0.017663662	0.109433962	Q15056|Q13310|P11940|	EIF4H|PABPC4|PABPC1|
GO:0003729	mRNA binding	molecular_function	6	42	0.005407227	0.034602076	P52948|Q13310|Q9UN86|Q13283|P11940|Q8TAD8|	NUP98|PABPC4|G3BP2|G3BP1|PABPC1|SNIP1|
GO:0003735	structural constituent of ribosome	molecular_function	4	7	5.96E-04	0.009118541	Q9Y3U8|Q9Y399|P82663|P82675|	RPL36|MRPS2|MRPS25|MRPS5|
GO:0003824	catalytic activity	molecular_function	91	24215	0.780254838	0.949907236	P11310|P62330|P61586|P05026|P38606|Q15904|P19784|P67870|P00387|P26358|Q7KZI7|P13804|O95573|P55789|P06280|P62873|P63218|P13984|Q92769|P09601|P14735|Q9P0L2|P27448|P61006|Q9HCE1|Q9Y6M9|Q99519|P52948|O00469|P09884|P16435|P50897|P49642|P49643|P17612|P13861|P31323|P62820|P61019|P51148|P11233|Q92900|P61011|Q15056|Q13724|P51149|Q13617|O00116|Q13546|Q92820|O75439|P62877|Q13283|Q9UDR5|Q9H4P4|Q6UX04|O95391|P61026|O14975|Q7Z7A1|O14578|O95684|Q9NP72|Q9BS26|O75592|Q9NU22|Q10713|Q13868|O60885|Q14181|Q9ULT8|Q9H845|Q9UHD2|Q9NQT5|Q7Z5G4|Q9BQ95|P61106|Q9H2H8|Q9NXK8|Q9NQT4|Q86YT6|Q5VT66|Q9H773|Q9C0D3|Q8NBJ5|Q8IWF2|Q9H7Z7|Q9BZQ6|Q8TD19|Q8N183|Q2T9J0|	ACADM|ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|CSNK2A2|CSNK2B|CYB5R3|DNMT1|MARK2|ETFA|ACSL3|GFER|GLA|GNB1|GNG5|GTF2F2|HDAC2|HMOX1|IDE|MARK1|MARK3|RAB8A|MOV10|NDUFB9|NEU1|NUP98|PLOD2|POLA1|POR|PPT1|PRIM1|PRIM2|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|UPF1|SRP54|EIF4H|MOGS|RAB7A|CUL2|AGPS|RIPK1|GGH|PMPCB|RBX1|G3BP1|AASS|RNF41|CWC27|SLU7|RAB10|SLC27A2|CNTRL|CIT|FGFR1OP|RAB18|ERP44|MYCBP2|MDN1|PMPCA|EXOSC2|BRD4|POLA2|HECTD1|ACAD9|TBK1|EXOSC3|GOLGA7|ECSIT|RAB14|PPIL3|FBXL12|EXOSC5|MIB1|MARC1|DCTPP1|ZYG11B|COLGALT1|FOXRED2|PTGES2|EDEM3|NEK9|NDUFAF2|TYSND1|
GO:0003924	GTPase activity	molecular_function	14	223	3.63E-07	0.009118541	P62330|P61586|P62873|P63218|P61006|P62820|P61019|P51148|P11233|P61011|P51149|P61026|Q9NP72|P61106|	ARF6|RHOA|GNB1|GNG5|RAB8A|RAB1A|RAB2A|RAB5C|RALA|SRP54|RAB7A|RAB10|RAB18|RAB14|
GO:0004004	ATP-dependent RNA helicase activity	molecular_function	3	6	0.017663662	0.109433962	Q9HCE1|Q92900|Q13283|	MOV10|UPF1|G3BP1|
GO:0004175	endopeptidase activity	molecular_function	4	18	0.036570781	0.26221336	P14735|O75439|Q10713|Q2T9J0|	IDE|PMPCB|PMPCA|TYSND1|
GO:0004222	metalloendopeptidase activity	molecular_function	3	8	0.046925631	0.26221336	P14735|O75439|Q10713|	IDE|PMPCB|PMPCA|
GO:0004386	helicase activity	molecular_function	5	30	0.018272009	0.109433962	P13984|Q9HCE1|Q92900|Q15056|Q13283|	GTF2F2|MOV10|UPF1|EIF4H|G3BP1|
GO:0004518	nuclease activity	molecular_function	4	12	0.004956076	0.034602076	Q13283|Q13868|Q9NQT5|Q9NQT4|	G3BP1|EXOSC2|EXOSC3|EXOSC5|
GO:0004527	exonuclease activity	molecular_function	3	3	0.002764556	0.034602076	Q13868|Q9NQT5|Q9NQT4|	EXOSC2|EXOSC3|EXOSC5|
GO:0004553	"hydrolase activity, hydrolyzing O-glycosyl compounds"	molecular_function	4	14	0.010269959	0.109433962	P06280|Q99519|Q13724|Q9BZQ6|	GLA|NEU1|MOGS|EDEM3|
GO:0004672	protein kinase activity	molecular_function	13	295	0.005831607	0.034602076	P19784|P67870|Q7KZI7|Q9P0L2|P27448|P17612|Q13546|Q7Z7A1|O14578|O95684|O60885|Q9UHD2|Q8TD19|	CSNK2A2|CSNK2B|MARK2|MARK1|MARK3|PRKACA|RIPK1|CNTRL|CIT|FGFR1OP|BRD4|TBK1|NEK9|
GO:0004674	protein serine/threonine kinase activity	molecular_function	11	220	0.026198046	0.109433962	P19784|P67870|Q7KZI7|Q9P0L2|P27448|P17612|Q13546|O14578|O60885|Q9UHD2|Q8TD19|	CSNK2A2|CSNK2B|MARK2|MARK1|MARK3|PRKACA|RIPK1|CIT|BRD4|TBK1|NEK9|
GO:0004842	ubiquitin-protein transferase activity	molecular_function	8	91	1.25E-04	0.009118541	Q13617|P62877|Q9H4P4|O75592|Q9ULT8|Q9NXK8|Q86YT6|Q9C0D3|	CUL2|RBX1|RNF41|MYCBP2|HECTD1|FBXL12|MIB1|ZYG11B|
GO:0004857	enzyme inhibitor activity	molecular_function	3	4	0.005483653	0.034602076	P13861|P31323|O95684|	PRKAR2A|PRKAR2B|FGFR1OP|
GO:0004860	protein kinase inhibitor activity	molecular_function	3	4	0.005483653	0.034602076	P13861|P31323|O95684|	PRKAR2A|PRKAR2B|FGFR1OP|
GO:0005048	signal sequence binding	molecular_function	4	36	0.061472862	0.26221336	Q96CW1|P52948|P61011|P35658|	AP2M1|NUP98|SRP54|NUP214|
GO:0005102	signaling receptor binding	molecular_function	18	787	0.369745752	0.612062547	Q96CW1|P67870|P55085|P35555|P55789|P06280|P14735|P05556|Q08431|P11233|O76061|Q13546|O14745|Q99996|Q9H4P4|O14975|P37198|Q9UJZ1|	AP2M1|CSNK2B|F2RL1|FBN1|GFER|GLA|IDE|ITGB1|MFGE8|RALA|STC2|RIPK1|SLC9A3R1|AKAP9|RNF41|SLC27A2|NUP62|STOML2|
GO:0005178	integrin binding	molecular_function	3	4	0.005483653	0.034602076	P35555|P05556|Q08431|	FBN1|ITGB1|MFGE8|
GO:0005198	structural molecule activity	molecular_function	21	974	0.005800722	0.034602076	P12109|P35555|P35556|Q08431|Q99567|P52948|O95613|P35658|O14745|Q5VU43|Q9UN86|Q99996|P61970|Q96CW5|Q9BSJ2|P37198|Q9Y3U8|Q9Y399|Q7Z3B4|P82663|P82675|	COL6A1|FBN1|FBN2|MFGE8|NUP88|NUP98|PCNT|NUP214|SLC9A3R1|PDE4DIP|G3BP2|AKAP9|NUTF2|TUBGCP3|TUBGCP2|NUP62|RPL36|MRPS2|NUP54|MRPS25|MRPS5|
GO:0005201	extracellular matrix structural constituent	molecular_function	4	11	0.003360546	0.034602076	P12109|P35555|P35556|Q08431|	COL6A1|FBN1|FBN2|MFGE8|
GO:0005215	transporter activity	molecular_function	15	662	0.193601889	0.405660377	P05026|P38606|Q15904|Q96CW1|Q99567|P52948|P61970|P61916|O14975|Q96S66|P62072|Q9Y5J7|Q8IWA5|Q96DA6|Q4KMQ2|	ATP1B1|ATP6V1A|ATP6AP1|AP2M1|NUP88|NUP98|NUTF2|NPC2|SLC27A2|CLCC1|TIMM10|TIMM9|SLC44A2|DNAJC19|ANO6|
GO:0005319	lipid transporter activity	molecular_function	3	20	0.808820532	0.978115502	P61916|O14975|Q4KMQ2|	NPC2|SLC27A2|ANO6|
GO:0005488	binding	molecular_function	172	87303	0.107550003	0.304642166	P11310|O94973|Q08117|P62330|P61586|P05026|P38606|Q15904|Q9Y276|P49454|Q96CW1|P12109|P19784|P67870|P00387|P26358|Q7KZI7|P27105|P13804|P55085|O95573|P35555|P35556|P55789|P06280|P62873|P63218|Q08379|Q14789|P13984|Q92769|P09601|P14735|P05556|Q9P0L2|P27448|P61006|Q08431|Q9HCE1|Q9Y6M9|Q99519|P52948|O95613|O00469|P09884|P16435|P50897|P49642|P49643|P17612|P13861|P31323|P62820|P61019|P51148|P11233|P52306|P35241|Q92900|P25440|P09132|P61011|O76094|Q04724|Q04726|Q15056|O76024|O75534|P51149|Q00765|P35658|Q13617|P78406|O00116|O00203|O76061|Q13546|Q13310|O43818|O14745|O75439|Q5VU43|Q66GS9|A7MCY6|Q5VT06|Q14157|Q9UN86|P62877|Q99996|Q13283|Q9H4P4|O00566|P61970|P61962|O43823|Q96CW5|Q9Y4L1|O95391|P61916|Q9BSJ2|P61026|Q13438|Q12907|O14975|Q7Z7A1|O14578|O95684|Q9BV73|Q96B26|Q9NP72|Q9Y2I6|Q9BS26|O75592|Q92552|Q76N32|Q92615|Q9NU22|Q10713|Q8TEM1|Q13868|O60885|P37198|Q14181|Q9UH99|Q9ULT8|Q9Y3U8|Q8NEJ9|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q9NY61|P11940|Q96DZ1|Q9NZL9|Q9H845|Q9UHD2|Q9UJZ1|Q9NQT5|Q9Y375|Q7Z5G4|Q8N4C6|Q9BQ95|P61106|Q7Z3B4|Q9H2H8|Q9NXK8|Q9NW13|Q96SN8|Q9H270|Q9NQT4|Q9NQC3|Q86YT6|Q9H173|Q9BQQ3|Q5VT66|P82675|Q9H773|Q8TAD8|Q9BSC4|Q8IWF2|Q9H7Z7|Q9BZQ6|Q9HAV7|O43169|Q8TD19|Q96HW7|Q96HR9|Q86VM9|Q96DA6|Q4KMQ2|Q2T9J0|	ACADM|AP2A2|AES|ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|BCS1L|CENPF|AP2M1|COL6A1|CSNK2A2|CSNK2B|CYB5R3|DNMT1|MARK2|STOM|ETFA|F2RL1|ACSL3|FBN1|FBN2|GFER|GLA|GNB1|GNG5|GOLGA2|GOLGB1|GTF2F2|HDAC2|HMOX1|IDE|ITGB1|MARK1|MARK3|RAB8A|MFGE8|MOV10|NDUFB9|NEU1|NUP98|PCNT|PLOD2|POLA1|POR|PPT1|PRIM1|PRIM2|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|RAP1GDS1|RDX|UPF1|BRD2|SRP19|SRP54|SRP72|TLE1|TLE3|EIF4H|WFS1|CSDE1|RAB7A|REEP5|NUP214|CUL2|RAE1|AGPS|AP3B1|STC2|RIPK1|PABPC4|RRP9|SLC9A3R1|PMPCB|PDE4DIP|CEP135|TBKBP1|CEP350|UBAP2L|G3BP2|RBX1|AKAP9|G3BP1|RNF41|MPHOSPH10|NUTF2|DCAF7|AKAP8|TUBGCP3|HYOU1|SLU7|NPC2|TUBGCP2|RAB10|OS9|LMAN2|SLC27A2|CNTRL|CIT|FGFR1OP|CEP250|EXOSC8|RAB18|NINL|ERP44|MYCBP2|MRPS27|CEP68|LARP4B|MDN1|PMPCA|NUP210|EXOSC2|BRD4|NUP62|POLA2|SUN2|HECTD1|RPL36|NGDN|TIMM10B|TIMM10|TIMM9|TIMM8B|AATF|PABPC1|ERLEC1|MAT2B|ACAD9|TBK1|STOML2|EXOSC3|NDUFAF1|GOLGA7|NIN|ECSIT|RAB14|NUP54|PPIL3|FBXL12|RBM28|CDK5RAP2|VPS11|EXOSC5|RTN4|MIB1|SIL1|GORASP1|MARC1|MRPS5|DCTPP1|SNIP1|NOL10|FOXRED2|PTGES2|EDEM3|GRPEL1|CYB5B|NEK9|INTS4|REEP6|ZC3H18|DNAJC19|ANO6|TYSND1|
GO:0005509	calcium ion binding	molecular_function	5	46	0.264768594	0.481421648	P35555|P35556|Q9Y2I6|Q8N4C6|Q9BZQ6|	FBN1|FBN2|NINL|NIN|EDEM3|
GO:0005515	protein binding	molecular_function	158	72608	0.008932796	0.109433962	P11310|O94973|Q08117|P62330|P61586|P05026|Q15904|Q9Y276|P49454|Q96CW1|P12109|P19784|P67870|P00387|P26358|Q7KZI7|P27105|P13804|P55085|O95573|P35555|P35556|P55789|P06280|P62873|P63218|Q08379|Q14789|P13984|Q92769|P09601|P14735|P05556|Q9P0L2|P27448|P61006|Q08431|Q9HCE1|Q9Y6M9|Q99519|P52948|O95613|P09884|P16435|P50897|P17612|P13861|P31323|P62820|P61019|P51148|P11233|P52306|P35241|Q92900|P25440|P09132|P61011|O76094|Q04724|Q04726|Q15056|O76024|O75534|P51149|Q00765|P35658|Q13617|P78406|O00116|O00203|O76061|Q13546|Q13310|O14745|Q5VU43|Q66GS9|A7MCY6|Q5VT06|Q14157|Q9UN86|P62877|Q99996|Q13283|Q9H4P4|O00566|P61970|P61962|O43823|Q96CW5|Q9Y4L1|O95391|P61916|Q9BSJ2|P61026|Q13438|Q12907|O14975|Q7Z7A1|O14578|O95684|Q9BV73|Q96B26|Q9NP72|Q9Y2I6|Q9BS26|O75592|Q92552|Q76N32|Q92615|Q9NU22|Q8TEM1|Q13868|O60885|P37198|Q14181|Q9UH99|Q9ULT8|Q8NEJ9|Q9Y5J6|P62072|Q9Y5J7|Q9NY61|P11940|Q96DZ1|Q9NZL9|Q9H845|Q9UHD2|Q9UJZ1|Q9NQT5|Q9Y375|Q7Z5G4|Q8N4C6|Q9BQ95|P61106|Q7Z3B4|Q9H2H8|Q9NXK8|Q96SN8|Q9H270|Q9NQT4|Q9NQC3|Q86YT6|Q9H173|Q9BQQ3|Q9H773|Q8TAD8|Q8IWF2|Q9H7Z7|Q9HAV7|O43169|Q8TD19|Q96HW7|Q96HR9|Q86VM9|Q96DA6|Q4KMQ2|Q2T9J0|	ACADM|AP2A2|AES|ARF6|RHOA|ATP1B1|ATP6AP1|BCS1L|CENPF|AP2M1|COL6A1|CSNK2A2|CSNK2B|CYB5R3|DNMT1|MARK2|STOM|ETFA|F2RL1|ACSL3|FBN1|FBN2|GFER|GLA|GNB1|GNG5|GOLGA2|GOLGB1|GTF2F2|HDAC2|HMOX1|IDE|ITGB1|MARK1|MARK3|RAB8A|MFGE8|MOV10|NDUFB9|NEU1|NUP98|PCNT|POLA1|POR|PPT1|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|RAP1GDS1|RDX|UPF1|BRD2|SRP19|SRP54|SRP72|TLE1|TLE3|EIF4H|WFS1|CSDE1|RAB7A|REEP5|NUP214|CUL2|RAE1|AGPS|AP3B1|STC2|RIPK1|PABPC4|SLC9A3R1|PDE4DIP|CEP135|TBKBP1|CEP350|UBAP2L|G3BP2|RBX1|AKAP9|G3BP1|RNF41|MPHOSPH10|NUTF2|DCAF7|AKAP8|TUBGCP3|HYOU1|SLU7|NPC2|TUBGCP2|RAB10|OS9|LMAN2|SLC27A2|CNTRL|CIT|FGFR1OP|CEP250|EXOSC8|RAB18|NINL|ERP44|MYCBP2|MRPS27|CEP68|LARP4B|MDN1|NUP210|EXOSC2|BRD4|NUP62|POLA2|SUN2|HECTD1|NGDN|TIMM10B|TIMM10|TIMM9|AATF|PABPC1|ERLEC1|MAT2B|ACAD9|TBK1|STOML2|EXOSC3|NDUFAF1|GOLGA7|NIN|ECSIT|RAB14|NUP54|PPIL3|FBXL12|CDK5RAP2|VPS11|EXOSC5|RTN4|MIB1|SIL1|GORASP1|DCTPP1|SNIP1|FOXRED2|PTGES2|GRPEL1|CYB5B|NEK9|INTS4|REEP6|ZC3H18|DNAJC19|ANO6|TYSND1|
GO:0005516	calmodulin binding	molecular_function	3	9	0.071853407	0.26221336	O95613|O76024|Q96SN8|	PCNT|WFS1|CDK5RAP2|
GO:0005524	ATP binding	molecular_function	22	1311	0.796589202	0.962461538	P05026|P38606|Q15904|Q9Y276|P19784|Q7KZI7|O95573|P13984|P14735|Q9P0L2|P27448|Q9HCE1|P17612|Q92900|Q13546|Q13283|Q9Y4L1|O14975|O14578|Q9NU22|Q9UHD2|Q8TD19|	ATP1B1|ATP6V1A|ATP6AP1|BCS1L|CSNK2A2|MARK2|ACSL3|GTF2F2|IDE|MARK1|MARK3|MOV10|PRKACA|UPF1|RIPK1|G3BP1|HYOU1|SLC27A2|CIT|MDN1|TBK1|NEK9|
GO:0005525	GTP binding	molecular_function	13	194	1.45E-06	0.009118541	P62330|P61586|P61006|P62820|P61019|P51148|P11233|P61011|P51149|P61026|Q9NP72|Q8N4C6|P61106|	ARF6|RHOA|RAB8A|RAB1A|RAB2A|RAB5C|RALA|SRP54|RAB7A|RAB10|RAB18|NIN|RAB14|
GO:0005543	phospholipid binding	molecular_function	4	47	0.97761776	1	Q9P0L2|Q08431|P37198|Q9UJZ1|	MARK1|MFGE8|NUP62|STOML2|
